WONo,Status,Project,Qty,QtyRec,QtyOS,ActualFinishDate,TotalQtyRecDate,Priority,PartNo,PartDesc,PartGroupCode,OpNo,OpDesc,WC,PlannedSetUp,PlannedRun,BookedSet,BookedRun,OpComplete,OpQtyBooked
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,220,WELD THE BASE PLATE & TOP FLANGE PLATE TO THE CONE.,WELD,0,18.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,230,"FIT THE CONE ACESS HATCH & ITEMS F1001, F1002, F1004 & F1012.",PLATE,0,16.75,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,240,"PRE-WELD DIMENSIONAL, ORIENTATION & ALIGNMENT CHECK.",INSPECT,0,1,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,250,"WELD THE CONE ACESS HATCH & ITEMS F1001, F1002, F1004 & F1012.",WELD,0,12,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,260,PRE-COATING DIMENSIONAL & VISUAL INSPECTION OF THE HOPPER.,INSPECT,0,2,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,270,COMPLETE ALL REMAINING N.D.T REQUIREMENTS ON THE HOPPER.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,280,"SAW CUT, MARK & DRILL THE S.H.S. COMPONENTS ON Drg No (A)-B1.",PLATE,0,7.5,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,290,PRODUCE A LAYOUT & ASSEMBLE THE BEAM ON Drg No (A)-B1.,PLATE,0,6.5,0,3.36666667,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,300,PRE-WELD DIMENSIONAL CHECK OF THE BEAM FABRICATION.,INSPECT,0,0.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,310,WELD THE BEAM FABRICATION ON Drg No (A)-B1.,WELD,0,7.75,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,320,PRE-COATING DIMENSIONAL & VISUAL INSPECTION OF THE BEAM.,INSPECT,0,0.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,330,COMPLETE ALL  N.D.T REQUIREMENTS ON THE BEAM.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,340,"CUT, FORM & DRILL THE LADDER COMPONENTS ON Drg (A)-LD1.",PLATE,0,11.75,0,13.81666666,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,350,ASSEMBLE THE LADDER SHOWN ON DRAWING (A)-LD1.,PLATE,0,6.5,0,12.36666666,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,360,PRE-WELD DIMENSIONAL AND ALIGNMENT CHECK.,INSPECT,0,1.25,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,370,WELD THE LADDER SHOWN ON DRAWING (A)-LD1.,WELD,0,9.75,0,10.83333333,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,380,PRE-COATING DIMENSIONAL & VISUAL INSPECTION OF THE LADDER.,INSPECT,0,0.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,390,COMPLETE ALL N.D.T REQUIREMENTS ON THE LADDER.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,400,CUT & DRILL THE COMPONENTS & ASSEMBLE THE RAILING POSTS.,PLATE,0,5.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,410,PRE-WELD DIMENSIONAL CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,420,WELD THE RAILING POSTS.,WELD,0,2.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,430,N.D.T. REQUIREMENTS ON THE RAILING POSTS.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,440,FORM THE TUBULAR HANDRAIL SECTIONS.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,450,"MARK, CUT & DRESS THE 14no TUBULAR HANDRAIL SECTIONS.",PLATE,0,5.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,460,PRE-COATING INSPECTION OF THE HANDRAIL COMPONENTS.,INSPECT,0,0.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,470,COATING REQUIREMENTS ON THE BRIQUETTE HOPPER COMPONENTS.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,480,LOAD THE BRIQUETTE HOPPER COMPONENTS FOR DELIVERY.,GENERAL,0,1.75,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,1030,FORMING,SUBCON,0,0,0,0,FALSE,1
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,1040,FORMING,SUBCON,0,0,0,0,FALSE,1
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,1050,FORMING,SUBCON,0,0,0,0,FALSE,2
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,3,PLATER,PLATE,0,0,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,4,WELDER,WELD,0,0,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,5,DRILL / MACHINE,MACHINE,0,0,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,6,GENERAL,GENERAL,0,0,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,10,MATERIAL RECEIPT AND INSPECTION,INSPECT,0,0.3,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,20,DRILL AS PER DRAWING ESS006865 REV A,MACHINE,0,0.5,0,0.58333333,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,30,ASSEMBLE AS PER DRAWING ESS006865 REV A,PLATE,0,0.5,0,0.63333333,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,40,PRE-WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,50,POOL WELD ASSEMBLY,WELD,0,1,0,0.38333333,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,60,POST WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,70,"DELIVER / COLLECT, TO & FROM PAINTERS",SUPPORT,0,2,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,1000,FORMING,SUBCON,0,0,0,0,TRUE,0
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,1010,PAINT,SUBCON,0,0,0,0,TRUE,1
17471,Completed,null,1,1,0,10/11/2022 00:00:00,03/11/2022 00:00:00,null,E/15812-1,MC CAMERA KICK PLATE ASSEMBLY,Structural,1020,TRANSPORT,SUBCON,0,0,0,0,TRUE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,3,PLATER,PLATE,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,4,WELDER,WELD,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,5,GENERAL,GENERAL,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,10,RECEIPT & INSPECTION OF FREE ISSUE MATERIALS,GENERAL,0,0.28,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,20,ASSEMBLY OF ITEM 1 TO ITEM 2 & ITEM 3 TO ITEM 2,PLATE,0,3.5,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,30,PRE-WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.28,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,40,WELD ITEM 1 TO ITEM 2 & ITEM 3 TO ITEM 2,WELD,0,6.91722222,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,50,POST WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.28,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,60,NDT,SUBCON,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,70,FINAL INSPECTION,INSPECT,0,0.5,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,1000,THIRD PARTY INSPECTION,SUBCON,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,1010,NDT,SUBCON,0,0,0,0,FALSE,0
17470,Created,null,1,0,1,null,null,null,E/15549-1,SHORT SHIELD PLUG FABRICATION,Structural,1020,LOAD & DELIVER TO BEL,GENERAL,0,3.80888889,0,0,FALSE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,3,PLATER,PLATE,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,4,WELDER,WELD,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,5,DRILL / MACHINE,MACHINE,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,6,GENERAL,GENERAL,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,10,"RECEIPT AND INSPECTION OF ALL MATERIALS FOR N-19563, N19654, N-19565, N-19566",GENERAL,0,2,0,1.48333334,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,20,N-19563 - ASSEMBLE AND TACK BOSSES AND REINFORCING RINGS TO MAIN PLATE,PLATE,0,2.5,0,1.23333333,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,30,N-19563 PRE-WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,40,N-19563  - WELD ASSEMBLY,WELD,0,3.5,0,6.71666666,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,50,N19563 -  POST WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,60,NDT,SUBCON,0,0,0,0,TRUE,1
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,70,N-19564 ASSEMBLE BOSSES TO MAIN PLATE,PLATE,0,2,0,1.96666667,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,80,N-19564 PRE-WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,90,N-19564 WELD BOSSES,WELD,0,2.5,0,4.78333333,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,100,N-19564 POST WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,110,NDT,SUBCON,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,120,N-19565  - CUT PIPES AND ASSEMBLE NOZZLES,PLATE,0,2.5,0,1.11666667,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,130,N-19565 PRE-WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,140,N-19565  - WELD NOZZLES,WELD,0,4,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,150,N-19565  POST WELD INSPECTION OF NOZZLES,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,160,"N-19565 - BEVEL & ASSEMBLE STIFFENERS, BOSSES, LUG, NOZZLES TO BASE PLATE",PLATE,0,6,0,7.83333333,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,170,N-19565  PRE-WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,180,N-19565  WELD ASSEMBLY,WELD,0,13,0,6.35,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,190,N-19565 POST WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,200,NDT,SUBCON,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,210,"N-19566  PREP & ASSEMBLY OF STIFFENERS, BRACKET AND BOSSES",PLATE,0,4.5,0,11.43333333,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,220,N-19566 PRE-WELD VISUAL AND DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,230,N-19566  - WELD ASSEMBLY,WELD,0,9,0,2.71666667,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,240,N-19566 POST WELD VISUAL & DIMENSIONAL INSPECTION,INSPECT,0,0.5,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,250,NDT,SUBCON,0,0,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,260,PRE & POST MANUFACTURE MACHINING FOR N-19563 / N-19564 / N-19565 / N-19566,MACHINE,0,20.23555556,0,12.16666666,TRUE,6
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,270,FINAL INSPECTION OF ALL UNITS,INSPECT,0,4,0,0,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,280,"PACKAGE FOR DELIVERY, LOADOUT & DELIVER TO BEL 4 UNITS",GENERAL,0,6,0,3.5,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,900,"NCR 22145; 
DRAWING N-18965, STIFFENERS FITTED AND WELDED INCORRECTLY. REMOVE STIFFS, DRESS AREA, REFIT REPLACEMENTS",PLATE,0,0,0,5.76666666,TRUE,0
17469,Completed,null,1,1,0,27/10/2022 00:00:00,27/10/2022 00:00:00,null,E/15824-1,CA 90 Backing Plates,Vessels and Pipework,2010,NDT,SUBCON,0,0,0,0,TRUE,0
17468,Completed,null,1,1,0,03/10/2022 00:00:00,03/10/2022 00:00:00,null,E/14891-18,"VARIATION TO ORDER

VO 22-062
September Storage of Vessels 5 & 6",SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17467,Total Qty Received,null,1,1,0,null,14/10/2022 00:00:00,null,E/15498-7,AMAZON - 4 HINGED LADDER ACCESS COVERS (FOR COLLECTOR & MERGE PLATFORMS),SALES,10,"DRILL HOLES IN SHOP
",GENERAL,0,6.6,0,5.19999999,FALSE,0
17467,Total Qty Received,null,1,1,0,null,14/10/2022 00:00:00,null,E/15498-7,AMAZON - 4 HINGED LADDER ACCESS COVERS (FOR COLLECTOR & MERGE PLATFORMS),SALES,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,2
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,20,NDT,SUBCON,0,0,0,0,TRUE,1
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,100,PRE-ASSEMBLY MACHINING OF THE FLANGE COMPONENTS.,SUBCON,0,0,0,0,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,110,SAW CUT THE PIPES & FIT THE PRE-MACHINED FLANGES.,PLATE,0,5.75,0,16.38333333,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,120,PRE-WELD DIMENSIONAL & ORIENTATION CHECK OF THE SPOOLS.,INSPECT,0,0.5,0,0.31666667,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,130,PROTECT THE FACES & WELD THE FLANGES TO THE PIPES.,WELD,0,7,0,0,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,140,MARK/DRILL THE PIPES ON Drg 22-J4969-010782 & 22-J4969-010783.,MACHINE,0,1.5,0,0.61666667,TRUE,1
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,150,PRE-DELIVERY DIMENSIONAL AND VISUAL INSPECTION.,INSPECT,0,0.75,0,0,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,160,COMPLETE ALL N.D.T. REQUIREMENTS ON THE PIPE SPOOLS.,SUBCON,0,0,0,0,TRUE,0
17466,Completed,null,1,1,0,11/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15802-1,GROUND FLARE KO PUMP,Vessels and Pipework,170,PROTECT THE FLANGE FACES & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,TRUE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,3,PLATER,PLATE,0,77,0,20.98333335,FALSE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,4,WELDER,WELD,0,0,0,22.50000001,TRUE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,5,DRILL / MACHINE,MACHINE,0,0,0,2.73333334,TRUE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,10,GENERAL,GENERAL,0,0,0,3.03333333,FALSE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1000,DESIGN & DRAWING,SUBCON,0,0,0,0,FALSE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1010,NDT,SUBCON,0,0,0,0,FALSE,0
17465,Total Qty Received,null,1,1,0,null,07/10/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1020,HIRE EQUIPMENT,SUBCON,0,0,0,0,FALSE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,3,PLATER,PLATE,0,82.5,0,2.6,TRUE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,4,WELDER,WELD,0,0,0,7.15,TRUE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,5,DRILL / MACHINE,MACHINE,0,0,0,0,TRUE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,10,GENERAL,GENERAL,0,0,0,5.66666667,FALSE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1000,DESIGN & DRAWING,SUBCON,0,0,0,0,FALSE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1010,NDT,SUBCON,0,0,0,0,FALSE,0
17464,Total Qty Received,null,1,1,0,null,29/09/2022 00:00:00,null,E/15783-1,"DONALDSON FILTER - 
PLENUM REPLACEMENT",Structural,1020,HIRE EQUIPMENT,SUBCON,0,0,0,0,FALSE,0
17463,Completed,null,1,1,0,05/10/2022 00:00:00,28/09/2022 00:00:00,null,E/15795-1,COL401 BOTTOM DISHED END,Vessels and Pipework,3,PLATER,PLATE,0,10.01666667,0,11.88333333,TRUE,0
17463,Completed,null,1,1,0,05/10/2022 00:00:00,28/09/2022 00:00:00,null,E/15795-1,COL401 BOTTOM DISHED END,Vessels and Pipework,4,WELDER,WELD,0,5.05166667,0,8.36666667,TRUE,0
17463,Completed,null,1,1,0,05/10/2022 00:00:00,28/09/2022 00:00:00,null,E/15795-1,COL401 BOTTOM DISHED END,Vessels and Pipework,5,DRILL / MACHINE,MACHINE,0,10.2,0,0,TRUE,0
17463,Completed,null,1,1,0,05/10/2022 00:00:00,28/09/2022 00:00:00,null,E/15795-1,COL401 BOTTOM DISHED END,Vessels and Pipework,10,GENERAL,GENERAL,0,22.4,0,24.13333333,TRUE,0
